Dates,GSUSFCI Index,CESIUSD Index,value_MORTGAGE30US,value_CCLACBW027SBOG,value_WTISPLC,value_EXPINF1YR,value_STLPPM,value_ECIWAG,value_M2REAL,value_UNRATE,value_PPIACO,value_PCUOMFGOMFG,value_PCUATRANSATRANS,value_PCUATRADEATRADE,value_PCUAWHLTRAWHLTR,value_CSUSHPINSA,value_SPCS20RSA,value_WALCL,value_SP500,value_MEHOINUSA672N,value_T5YIFR,value_FYFSD,value_REAINTRATREARAT10Y,value_SAHMREALTIME,value_POPTHM,Monthly Nominal GDP Index,Monthly Real GDP Index,Advance Estimate From BEA,Business Fixed Investment,Change in inventory investment ($Bil 2009),Change in net exports ($Bil 2009),Current change in private inventories ($Bil 2009),Data releases,Days until advance estimate,Equipment,Exports,Federal Govt,Final Sales,Final Sales to Domestic Purchasers,Final Sales to Private Domestic Purchasers,Final_GDP_Interp,Fixed Investment,Forecast Error,GDP Nowcast,GPDI,Goods exports,Goods imports,Government,Imports,Intellectual Property Products,"Net Exports (current, $Bil 2009)","Net Exports (previous, $Bil 2009)",PCE,PCE Goods,PCE Services,Previous change in private inventories ($Bil 2009),Publication Date of Advance Estimate,Quarter being forecasted,Residential,S&L,Services exports,Services imports,Structures
2022-12-05,99.87,19.7,6.49,936.5906,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8584576.0,3998.84,76330.0,2.32,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.6,27.0,5.0,71.0,"ISM Nonmanufacturing Index, M3-2 Manufacturing ",52.0,10.1,2.9,0.6,2.6,2.4,2.6,2.7071428571428573,-1.1,-0.2,3.1,2.0,2.4,0.2,1.1,1.4,5.9,-1259.0,-1265.0,3.6,5.1,2.8,44.0,26/01/2023,31/12/2022,-19.4,1.4,4.2,7.4,-4.0
2022-12-06,99.92,18.8,6.49,936.5906,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8584576.0,3941.26,76330.0,2.24,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.3,27.0,17.0,71.0,International trade,51.0,9.3,5.8,0.6,2.8,2.4,2.6,2.7106593406593404,-1.3,-0.5,3.4,1.7,2.6,0.1,1.1,2.1,5.9,-1247.0,-1265.0,3.7,5.1,2.9,44.0,26/01/2023,31/12/2022,-19.4,1.4,13.5,11.6,-4.0
2022-12-07,99.87,18.2,6.49,935.2297,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8582735.0,3933.92,76330.0,2.19,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.714175824175824,,,,,,,,,,,,,,,,,,,,,,
2022-12-08,99.82,17.5,6.33,935.2297,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8582735.0,3963.51,76330.0,2.2,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.717692307692308,,,,,,,,,,,,,,,,,,,,,,
2022-12-09,99.92,19.0,6.33,935.2297,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8582735.0,3934.38,76330.0,2.22,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.8,15.0,17.0,60.0,"Wholesale trade, Producer Price Index",48.0,10.7,5.8,0.6,2.9,2.4,2.7,2.7212087912087912,-1.0,-0.3,3.2,0.7,2.6,0.1,1.1,2.1,5.9,-1247.0,-1265.0,3.7,5.1,2.9,45.0,26/01/2023,31/12/2022,-19.8,1.4,13.5,11.5,-3.9
2022-12-12,99.87,16.0,6.33,935.2297,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8582735.0,3990.56,76330.0,2.21,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.8,15.0,17.0,60.0,Monthly Treasury Statement,45.0,10.8,5.8,-0.3,2.8,2.4,2.7,2.7317582417582416,-1.0,-0.2,3.1,0.8,2.6,0.1,0.8,2.1,5.9,-1248.0,-1265.0,3.7,5.2,2.9,45.0,26/01/2023,31/12/2022,-19.8,1.4,13.5,11.6,-3.9
2022-12-13,99.75,13.2,6.33,935.2297,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8582735.0,4019.65,76330.0,2.17,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.735274725274725,,,,,,,,,,,,,,,,,,,,,,
2022-12-14,99.78,9.9,6.33,937.3738,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8583413.0,3995.32,76330.0,2.13,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.7387912087912087,,,,,,,,,,,,,,,,,,,,,,
2022-12-15,99.96,3.5,6.31,937.3738,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8583413.0,3895.75,76330.0,2.11,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.5,14.0,17.0,58.0,"Consumer Price Index (12/13), Import/Export Prices (12/14), Retail trade, Industrial production",42.0,10.2,5.6,-0.3,2.5,2.1,2.3,2.7423076923076923,-1.6,0.1,2.8,-0.1,2.4,0.0,0.8,1.9,5.9,-1248.0,-1265.0,3.4,3.9,3.1,44.0,26/01/2023,31/12/2022,-21.2,1.4,13.2,11.3,-4.4
2022-12-16,100.05,-2.9,6.31,937.3738,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8583413.0,3852.36,76330.0,2.12,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.745824175824176,,,,,,,,,,,,,,,,,,,,,,
2022-12-19,100.15,-5.7,6.31,937.3738,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8583413.0,3817.66,76330.0,2.11,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.7563736263736263,,,,,,,,,,,,,,,,,,,,,,
2022-12-20,100.17,-10.3,6.31,937.3738,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8583413.0,3821.62,76330.0,2.22,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.5,13.0,15.0,58.0,Housing starts,37.0,10.1,5.3,-0.3,2.5,2.1,2.3,2.75989010989011,-1.7,0.2,2.7,-0.2,2.1,0.0,0.8,1.9,5.9,-1249.0,-1265.0,3.4,3.9,3.1,44.0,26/01/2023,31/12/2022,-21.5,1.4,12.9,11.4,-4.4
2022-12-21,100.09,-7.9,6.31,937.7066,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8564411.0,3878.44,76330.0,2.23,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.763406593406593,,,,,,,,,,,,,,,,,,,,,,
2022-12-22,100.17,-6.4,6.27,937.7066,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8564411.0,3822.39,76330.0,2.14,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.766923076923077,,,,,,,,,,,,,,,,,,,,,,
2022-12-23,100.16,-5.8,6.27,937.7066,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8564411.0,3844.82,76330.0,2.11,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.9,55.0,17.0,94.0,"Existing home-sales (12/21), GDP (12/22), Advanced M3 Manufacturing, Pers Inc/PCE, NIPA tables, New-home sales",34.0,11.1,5.0,-0.2,2.5,2.1,2.4,2.7704395604395606,-2.4,-0.8,3.7,3.8,1.7,-0.4,0.8,1.6,6.0,-1252.0,-1269.0,3.6,3.6,3.7,39.0,26/01/2023,31/12/2022,-24.9,1.4,12.9,11.4,-4.4
2022-12-26,100.16,-5.8,6.27,937.7066,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8564411.0,3844.82,76330.0,2.11,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.780989010989011,,,,,,,,,,,,,,,,,,,,,,
2022-12-27,100.22,-5.8,6.27,937.7066,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8564411.0,3829.25,76330.0,2.19,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,5.4,65.0,11.0,103.0,Advance Economic Indicators,30.0,9.7,-0.2,-0.2,2.3,2.0,2.3,2.7845054945054946,-2.8,-0.7,3.6,4.5,-5.5,-3.9,0.8,-1.3,6.0,-1258.0,-1269.0,3.6,3.6,3.7,39.0,26/01/2023,31/12/2022,-24.9,1.4,12.9,11.4,-4.4
2022-12-28,100.31,-4.4,6.27,937.3605,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8551169.0,3783.22,76330.0,2.23,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.788021978021978,,,,,,,,,,,,,,,,,,,,,,
2022-12-29,100.18,-4.2,6.42,937.3605,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8551169.0,3849.28,76330.0,2.22,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.7915384615384617,,,,,,,,,,,,,,,,,,,,,,
2022-12-30,100.2,-2.7,6.42,937.3605,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8551169.0,3839.5,76330.0,2.27,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.795054945054945,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,100.2,-2.7,6.42,937.3605,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8551169.0,3839.5,76330.0,2.27,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.805604395604396,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,100.23,-1.3,6.42,937.3605,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8551169.0,3824.14,76330.0,2.23,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,7.0,65.0,11.0,103.0,Construction Spending,23.0,9.7,-0.2,0.0,2.6,2.3,2.6,2.8091208791208797,-1.2,-1.0,3.9,6.1,-5.5,-3.8,1.0,-1.3,6.0,-1258.0,-1269.0,3.6,3.6,3.7,39.0,26/01/2023,31/12/2022,-23.6,1.6,12.9,11.4,3.5
2023-01-04,100.13,-0.5,6.42,943.9662,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8507429.0,3852.97,76330.0,2.23,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,7.1,66.0,13.0,105.0,ISM Manufacturing Index,22.0,9.9,0.3,0.0,2.6,2.4,2.6,2.812637362637363,-1.2,-1.1,4.0,6.4,-5.3,-3.8,1.0,-1.2,6.0,-1256.0,-1269.0,3.6,3.7,3.6,39.0,26/01/2023,31/12/2022,-23.5,1.6,13.9,11.9,3.6
2023-01-05,100.2,9.1,6.48,943.9662,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8507429.0,3808.1,76330.0,2.22,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.3,68.0,22.0,107.0,"International Trade, Auto sales",21.0,8.1,-0.1,0.1,2.4,2.0,2.2,2.8161538461538465,-2.0,-0.9,3.8,5.8,-5.9,-4.2,1.0,-2.3,6.0,-1247.0,-1269.0,3.2,2.7,3.5,39.0,26/01/2023,31/12/2022,-24.3,1.5,14.3,7.2,3.2
2023-01-06,99.97,-7.3,6.48,943.9662,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8507429.0,3895.08,76330.0,2.24,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.6,75.0,20.0,114.0,"Employment situation, M3-2 Manufacturing, ISM Nonmanufacturing Index",20.0,8.9,0.5,0.1,2.6,2.2,2.4,2.8196703296703296,-1.5,-1.2,4.1,7.1,-5.2,-3.7,1.0,-1.8,5.9,-1249.0,-1269.0,3.5,3.2,3.6,39.0,26/01/2023,31/12/2022,-23.5,1.6,14.5,7.5,3.6
2023-01-09,99.91,-9.1,6.48,943.9662,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8507429.0,3892.09,76330.0,2.26,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.8302197802197804,,,,,,,,,,,,,,,,,,,,,,
2023-01-10,99.91,-11.4,6.48,943.9662,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8507429.0,3919.25,76330.0,2.28,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.6,72.0,20.0,111.0,Wholesale trade,16.0,8.9,0.4,0.1,2.6,2.2,2.4,2.833736263736264,-1.5,-1.2,4.1,6.8,-5.2,-3.7,1.0,-1.8,5.9,-1249.0,-1269.0,3.5,3.2,3.6,39.0,26/01/2023,31/12/2022,-23.5,1.6,14.5,7.5,3.6
2023-01-11,99.78,-11.8,6.48,946.4469,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8508587.0,3969.61,76330.0,2.25,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.837252747252747,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,99.67,-9.7,6.33,946.4469,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8508587.0,3983.17,76330.0,2.21,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.6,72.0,20.0,111.0,"Consumer Price Index, Monthly Treasury Statement",14.0,8.9,0.4,-0.7,2.6,2.2,2.4,2.8407692307692307,-1.5,-1.1,4.0,6.8,-5.2,-3.7,0.8,-1.8,5.9,-1248.0,-1269.0,3.5,3.2,3.6,39.0,26/01/2023,31/12/2022,-23.5,1.6,14.5,7.5,3.6
2023-01-13,99.66,-6.1,6.33,946.4469,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8508587.0,3999.09,76330.0,2.16,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.6,73.0,25.0,112.0,Import/export prices,13.0,8.8,0.7,-0.6,2.6,2.1,2.4,2.8442857142857143,-1.6,-1.2,4.1,6.8,-4.9,-4.0,0.8,-2.1,5.9,-1244.0,-1269.0,3.5,3.2,3.6,39.0,26/01/2023,31/12/2022,-23.9,1.6,14.7,7.4,3.6
2023-01-16,99.66,-6.1,6.33,946.4469,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8508587.0,3999.09,76330.0,2.16,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.854835164835165,,,,,,,,,,,,,,,,,,,,,,
2023-01-17,99.69,-13.3,6.33,946.4469,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8508587.0,3990.97,76330.0,2.16,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.8583516483516487,,,,,,,,,,,,,,,,,,,,,,
2023-01-18,99.73,-24.7,6.33,952.2697,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8489039.0,3928.86,76330.0,2.15,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.3,76.0,27.0,115.0,"Retail Trade, Industrial Production, Producer Price Index",8.0,8.2,0.2,-0.6,2.0,1.5,1.6,2.861868131868132,-2.1,-0.6,3.5,6.6,-5.5,-4.6,0.8,-2.7,5.9,-1242.0,-1269.0,2.6,1.4,3.2,39.0,26/01/2023,31/12/2022,-24.6,1.6,14.4,7.0,3.2
2023-01-19,99.8,-19.0,6.15,952.2697,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8489039.0,3898.85,76330.0,2.19,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.3,76.0,27.0,115.0,Housing starts,7.0,8.2,0.2,-0.6,2.0,1.5,1.6,2.8653846153846154,-1.9,-0.6,3.5,6.8,-5.5,-4.6,0.8,-2.7,5.9,-1242.0,-1269.0,2.6,1.4,3.2,39.0,26/01/2023,31/12/2022,-24.0,1.6,14.4,7.0,3.2
2023-01-20,99.74,-17.7,6.15,952.2697,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8489039.0,3972.61,76330.0,2.23,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,2.9,6.3,76.0,27.0,115.0,Existing home-sales,6.0,8.2,0.2,-0.6,2.0,1.5,1.6,2.868901098901099,-1.9,-0.6,3.5,6.8,-5.5,-4.6,0.8,-2.7,5.9,-1242.0,-1269.0,2.6,1.4,3.2,39.0,26/01/2023,31/12/2022,-24.0,1.6,14.4,7.0,3.2
2023-01-23,99.69,-17.7,6.15,952.2697,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8489039.0,4019.81,76330.0,2.28,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.8794505494505493,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,99.66,-15.2,6.15,952.2697,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8489039.0,4016.95,76330.0,2.25,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.882967032967033,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,99.65,-15.7,6.15,952.3458,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8470557.0,4016.22,76330.0,2.3,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.8864835164835165,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,99.59,-4.5,6.13,952.3458,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8470557.0,4060.43,76330.0,2.34,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,99.59,-3.1,6.13,952.3458,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8470557.0,4070.56,76330.0,2.33,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,1.1,1.7,-74.0,47.0,39.0,Initial nowcast,90.0,-0.9,5.1,2.1,2.1,1.3,1.1,2.86989010989011,-1.8,0.4,0.7,-9.4,6.1,-2.2,1.9,-1.5,5.5,-1185.0,-1232.0,1.9,1.2,2.3,114.0,27/04/2023,31/03/2023,-12.6,1.8,3.0,1.4,-0.8
2023-01-30,99.69,-5.4,6.13,952.3458,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8470557.0,4017.77,76330.0,2.28,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.80956043956044,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,99.59,-6.1,6.13,952.3458,76.44,2.86811918,0.89262036,155.8,7143.7,3.5,257.897,245.115,163.877,172.292,182.652,294.38599999999997,302.968574759401,8470557.0,4076.6,76330.0,2.21,-1375920.0,1.57612515,0.03,334326.0,26474.098,22056.654,,,,,,,,,,,,,,2.789450549450549,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,99.46,-10.8,6.13,953.817,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8433610.0,4119.21,76330.0,2.21,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,1.6,-73.0,47.0,41.0,"ISM Manufacturing Index, Construction spending",85.0,-0.9,5.1,2.1,2.1,1.2,1.1,2.7693406593406595,-1.8,0.4,0.7,-9.3,6.1,-2.2,1.9,-1.5,5.4,-1185.0,-1232.0,1.9,1.1,2.2,114.0,27/04/2023,31/03/2023,-12.5,1.8,3.0,1.4,-1.2
2023-02-02,99.4,-11.0,6.09,953.817,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8433610.0,4179.76,76330.0,2.18,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.5,-67.0,42.0,45.0,"M3-2 Manufacturing, Auto sales",84.0,5.8,6.1,2.1,3.4,2.6,2.7,2.7492307692307696,0.4,-1.0,2.1,-6.7,7.5,-0.8,1.9,-0.4,5.6,-1191.0,-1232.0,3.3,4.8,2.6,113.0,27/04/2023,31/03/2023,-12.2,1.8,3.1,1.5,-0.3
2023-02-03,99.57,19.7,6.09,953.817,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8433610.0,4136.48,76330.0,2.17,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.4,-62.0,44.0,51.0,"Emp situation, ISM Nonmanuf Index",83.0,5.1,5.9,2.1,3.4,2.5,2.6,2.729120879120879,0.4,-1.1,2.1,-6.1,7.3,-1.1,2.0,-0.7,6.1,-1188.0,-1232.0,3.2,4.5,2.5,113.0,27/04/2023,31/03/2023,-11.7,2.0,3.1,1.4,-0.6
2023-02-06,99.67,21.9,6.09,953.817,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8433610.0,4111.08,76330.0,2.17,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,,,,,,,,,,,,,,2.668791208791209,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,99.61,23.6,6.09,953.817,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8433610.0,4164.0,76330.0,2.22,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.3,-62.0,46.0,51.0,International trade,79.0,5.0,6.0,2.1,3.3,2.4,2.5,2.648681318681319,0.4,-1.0,2.1,-6.2,7.2,-1.2,2.0,-0.8,6.1,-1187.0,-1232.0,3.0,4.5,2.3,113.0,27/04/2023,31/03/2023,-11.7,2.0,3.5,0.9,-0.6
2023-02-08,99.67,24.2,6.09,956.051,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8435369.0,4117.86,76330.0,2.22,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.5,-57.0,46.0,52.0,Wholesale trade,78.0,5.3,6.0,2.1,3.3,2.4,2.5,2.628571428571429,0.5,-1.1,2.2,-5.6,7.2,-1.2,2.0,-0.8,6.1,-1187.0,-1232.0,3.0,4.4,2.3,109.0,27/04/2023,31/03/2023,-11.7,2.0,3.5,0.9,-0.6
2023-02-09,99.74,22.8,6.12,956.051,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8435369.0,4081.5,76330.0,2.21,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,,,,,,,,,,,,,,2.6084615384615386,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,99.77,24.1,6.12,956.051,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8435369.0,4090.46,76330.0,2.19,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.3,-57.0,46.0,52.0,Monthly Treasury Statement,76.0,5.0,6.0,2.1,3.3,2.4,2.5,2.5883516483516487,0.4,-1.1,2.2,-5.8,7.2,-1.2,2.0,-0.8,6.1,-1187.0,-1232.0,3.0,4.5,2.3,109.0,27/04/2023,31/03/2023,-12.0,2.0,3.5,0.9,-0.6
2023-02-13,99.71,23.5,6.12,956.051,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8435369.0,4137.29,76330.0,2.18,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,,,,,,,,,,,,,,2.528021978021978,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,99.71,23.6,6.12,956.051,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8435369.0,4136.13,76330.0,2.17,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.3,-58.0,46.0,51.0,Consumer Price Index,72.0,5.0,6.0,2.1,3.3,2.4,2.5,2.507912087912088,0.3,-1.1,2.1,-5.8,7.2,-1.2,2.0,-0.8,6.1,-1187.0,-1232.0,3.0,4.5,2.3,109.0,27/04/2023,31/03/2023,-12.0,2.0,3.5,0.9,-0.6
2023-02-15,99.75,36.0,6.12,958.8621,76.83,2.61308946,0.82881063,155.8,6993.5,3.6,258.669,249.308,162.444,171.877,182.646,293.465,302.039909786388,8384767.0,4147.6,76330.0,2.19,-1375920.0,1.42020217,0.0,334544.0,26832.695,22111.892,1.1,4.4,-68.0,46.0,41.0,"Retail trade, Industrial production",71.0,5.0,6.0,2.1,3.8,2.9,3.1,2.487802197802198,0.8,-1.4,2.4,-6.5,7.3,-1.2,2.0,-0.8,6.1,-1186.0,-1232.0,3.6,3.9,3.5,109.0,27/04/2023,31/03/2023,-10.4,1.9,3.5,0.9,-0.5
